Symbol,Name,SumWeights,Holders,DiffEntries,DiffValue
MAERSK B,A. P. Moller Maersk A/S B,0.30000000000000004,"[('SEA', 0.19), ('EDEN', 0.033), ('IMOM', 0.021), ('IVAL', 0.021), ('ICOW', 0.02)]",604,0.19000000000000003
9104,Mitsui O.S.K. Lines Ltd,0.135,"[('SEA', 0.078), ('FJP', 0.027), ('FDT', 0.009), ('DFJ', 0.006), ('DXJS', 0.006)]",875,0.07800000000000001
9101,Nippon Yusen Kabushiki Kaisha,0.175,"[('SEA', 0.074), ('FJP', 0.026), ('IMOM', 0.025), ('DFJ', 0.015), ('DXJS', 0.015)]",416,0.07399999999999998
EURN,Euronav NV,0.074,"[('SEA', 0.055), ('DDLS', 0.01), ('DLS', 0.009)]",1520,0.05499999999999999
01308.HK,SITC International Holdings Co Ltd,0.07400000000000001,"[('SEA', 0.049), ('IMOM', 0.025)]",1295,0.04900000000000001
MATX,Matson Inc,0.06,"[('SEA', 0.048), ('SIXS', 0.012)]",1565,0.048
01919,COSCO SHIPPING Holdings Co Ltd Class H,0.133,"[('CHII', 0.042), ('SEA', 0.034), ('FCA', 0.032), ('ECOW', 0.025)]",269,0.034
CPE,Callon Petroleum Co,0.073,"[('PSCE', 0.037), ('XOP', 0.03), ('ISMD', 0.006)]",651,0.03
SM,SM Energy Co,0.305,"[('FTXN', 0.086), ('EPHE', 0.072), ('PSCE', 0.046), ('PXI', 0.043), ('XOP', 0.029)]",39,0.029000000000000026
FANG,Diamondback Energy Inc,0.23500000000000001,"[('RYE', 0.046), ('FCG', 0.043), ('IEO', 0.037), ('PXI', 0.034), ('XOP', 0.028)]",56,0.027999999999999997
OXY,Occidental Petroleum Corp,0.223,"[('FCG', 0.048), ('RYE', 0.047), ('FTHI', 0.03), ('FTLB', 0.03), ('XOP', 0.028)]",68,0.027999999999999997
CLR,Continental Resources Inc,0.171,"[('PXE', 0.064), ('FXN', 0.062), ('XOP', 0.027), ('GUSH', 0.015), ('PRFZ', 0.003)]",107,0.026999999999999996
AR,Antero Resources Corp,0.154,"[('PXI', 0.041), ('PXE', 0.031), ('VAMO', 0.029), ('XOP', 0.027), ('GUSH', 0.013)]",135,0.026999999999999996
COP,ConocoPhillips,1.0070000000000001,"[('IEO', 0.173), ('IYE', 0.072), ('VDE', 0.062), ('FENY', 0.061), ('DIG', 0.06)]",8,0.026000000000000023
XEC,Cimarex Energy Co,0.028999999999999998,"[('XOP', 0.026), ('BKSE', 0.003)]",861,0.026
MRO,Marathon Oil Corp,0.167,"[('FXN', 0.054), ('FCG', 0.04), ('FTXN', 0.039), ('XOP', 0.026), ('VUSE', 0.008)]",118,0.025999999999999995
XOM,Exxon Mobil Corp,2.5769999999999995,"[('XLE', 0.237), ('IYE', 0.236), ('VDE', 0.22), ('FENY', 0.219), ('DIG', 0.184)]",0,0.0259999999999998
CLK0,Crude Oil Apr20,5.998,"[('OILD', 3.0), ('OILU', 2.998)]",0,0.0
AGPXX,Invesco Shrt-Trm Inv Gov&Agcy Instl,4.4319999999999995,"[('DWSH', 0.949), ('DBV', 0.442), ('UDN', 0.387), ('UUP', 0.295), ('DBE', 0.271)]",2,0.0
QQQ,"Invesco QQQ Trust, Series 1",4.142,"[('QQD', 0.994), ('QQC', 0.958), ('QPX', 0.39), ('VCAR', 0.371), ('VFIN', 0.352)]",1,0.0
JNJ,Johnson & Johnson,3.0469999999999975,"[('IHE', 0.227), ('IEIH', 0.093), ('XLV', 0.092), ('IYH', 0.083), ('FTXH', 0.077)]",0,0.0
00700,Tencent Holdings Ltd,2.9539999999999993,"[('MCHI', 0.133), ('GXC', 0.124), ('CXSE', 0.119), ('AIA', 0.117), ('KWEB', 0.106)]",0,0.0
2330.TW,Taiwan Semiconductor Manufacturing Co Ltd,2.5819999999999994,"[('EWT', 0.23), ('AIA', 0.123), ('EMSG', 0.109), ('XCEM', 0.104), ('KEMX', 0.101)]",0,0.0
TFDXX,BlackRock Liquidity FedFund Instl,2.328,"[('HDGE', 2.328)]",1,0.0
ASML,ASML Holding NV ADR,1.9839999999999987,"[('EWN', 0.24), ('IDMO', 0.089), ('FEZ', 0.081), ('IMTM', 0.064), ('HEDJ', 0.06)]",2,0.0
CVX,Chevron Corp,1.98,"[('XLE', 0.2), ('IYE', 0.179), ('VDE', 0.166), ('FENY', 0.165), ('ERX', 0.163)]",2,0.0
VOO,Vanguard S&P 500 ETF,1.955,"[('OVL', 1.0), ('OVLH', 0.955)]",1,0.0
UNH,UnitedHealth Group Inc,1.9249999999999998,"[('IHF', 0.228), ('IEHS', 0.116), ('XLV', 0.08), ('DIA', 0.077), ('IYH', 0.072)]",1,0.0
VCSH,Vanguard Short-Term Corporate B,1.9149999999999998,"[('OVT', 1.0), ('QED', 0.332), ('VTC', 0.327), ('QAI', 0.126), ('ADFI', 0.099)]",1,0.0
PG,Procter & Gamble Co,1.799,"[('XLP', 0.155), ('VDC', 0.137), ('FSTA', 0.136), ('IYK', 0.104), ('KXI', 0.087)]",1,0.0
HD,The Home Depot Inc,1.7710000000000001,"[('RTH', 0.116), ('XLY', 0.087), ('IEDI', 0.074), ('IYC', 0.074), ('FDIS', 0.063)]",1,0.0
VZ,Verizon Communications Inc,1.7699999999999994,"[('IYZ', 0.213), ('LTL', 0.167), ('FDL', 0.071), ('HDV', 0.063), ('DJD', 0.061)]",1,0.0
09988,Alibaba Group Holding Ltd Ordinary Shares,1.7620000000000002,"[('MCHI', 0.132), ('AIA', 0.112), ('KALL', 0.096), ('EMSG', 0.089), ('CHIQ', 0.086)]",1,0.0
SCHO,Schwab Short-Term U.S. Treasury,1.751,"[('KMLM', 1.684), ('KRBN', 0.067)]",1,0.0
XLK,SPDR Select Sector Fund - Techn,1.7409999999999999,"[('XLSR', 0.417), ('QPX', 0.303), ('SSUS', 0.277), ('QPT', 0.178), ('LCR', 0.142)]",1,0.0
NESN,Nestle SA,1.7289999999999992,"[('EWL', 0.199), ('KXI', 0.092), ('SDGA', 0.054), ('HART', 0.048), ('IDHQ', 0.048)]",1,0.0
SPY,SPDR S&P 500,1.7249999999999999,"[('HTUS', 0.642), ('VEGA', 0.367), ('AESR', 0.3), ('GAL', 0.247), ('HEGD', 0.079)]",1,0.0
UBM21,Ultra US Treasury Bond Future June 21,1.6889999999999998,"[('RPAR', 1.386), ('DBMF', 0.303)]",1,0.0
V,Visa Inc Class A,1.6769999999999998,"[('IYG', 0.097), ('IYF', 0.06), ('IPAY', 0.058), ('PALC', 0.047), ('JOYY', 0.046)]",1,0.0
CSCO,Cisco Systems Inc,1.6729999999999996,"[('IYZ', 0.241), ('LTL', 0.167), ('IGN', 0.087), ('CIBR', 0.059), ('DJD', 0.054)]",1,0.0
BABA,Alibaba Group Holding Ltd ADR,1.6669999999999996,"[('ADRE', 0.168), ('CLIX', 0.138), ('ONLN', 0.123), ('GXC', 0.114), ('KWEB', 0.103)]",1,0.0
SSPY,Syntax Stratified LargeCap ETF,1.619,"[('SYUS', 0.85), ('SHUS', 0.769)]",0,0.0
ROG,Roche Holding AG,1.592999999999999,"[('EWL', 0.142), ('HDEF', 0.056), ('HDAW', 0.055), ('IDHQ', 0.051), ('EUDG', 0.045)]",0,0.0
PYPL,PayPal Holdings Inc,1.5799999999999998,"[('PNQI', 0.083), ('IYJ', 0.069), ('FINX', 0.065), ('IPAY', 0.064), ('SHE', 0.064)]",0,0.0
FXFXX,First American Treasury Obligs X,1.5529999999999995,"[('BDRY', 1.0), ('MSVX', 0.387), ('AWTM', 0.146), ('JULZ', 0.004), ('MAYZ', 0.004)]",0,0.0
PFE,Pfizer Inc,1.5490000000000002,"[('IHE', 0.191), ('IEIH', 0.065), ('FDL', 0.059), ('PJP', 0.054), ('RDIV', 0.054)]",0,0.0
XTSLA,BlackRock Cash Funds Treasury SL Agency,1.5429999999999995,"[('CCRV', 0.242), ('GNMA', 0.2), ('SHV', 0.098), ('COMT', 0.078), ('IBHB', 0.078)]",0,0.0
005930.KS,Samsung Electronics Co Ltd,1.5109999999999995,"[('EWY', 0.218), ('AIA', 0.11), ('EEMO', 0.086), ('KEMX', 0.072), ('XCEM', 0.067)]",0,0.0
PLD,Prologis Inc,1.4860000000000002,"[('INDS', 0.149), ('REIT', 0.109), ('XLRE', 0.094), ('RWR', 0.093), ('ICF', 0.08)]",0,0.0
GDX.AX,VanEck Vectors Gold Miners ETF,1.46,"[('GDXD', 0.73), ('GDXU', 0.73)]",0,0.0
AMT,American Tower Corp,1.438,"[('SRVR', 0.151), ('VPN', 0.133), ('XLRE', 0.131), ('IYR', 0.091), ('GLIF', 0.089)]",0,0.0
BAC,Bank of America Corp,1.433,"[('KBWB', 0.082), ('IYG', 0.076), ('XLF', 0.076), ('FNCL', 0.064), ('VFH', 0.064)]",0,0.0
ZNU21,10 Year Treasury Note Future Sept 21,1.4310000000000003,"[('KMLM', 0.552), ('HYHG', 0.348), ('IGHG', 0.267), ('FTSD', 0.072), ('ULTR', 0.06)]",0,0.0
AGG,iShares Core U.S. Aggregate Bon,1.3479999999999999,"[('OVB', 1.0), ('MRSK', 0.189), ('HNDL', 0.115), ('AFIF', 0.044)]",1,0.0
XLF,SPDR Select Sector Fund - Finan,1.311,"[('BOB', 0.343), ('EUCG', 0.158), ('XLSR', 0.126), ('SECT', 0.122), ('SSUS', 0.115)]",0,0.0
IJR,iShares Core S&P Small-Cap ETF,1.311,"[('OVS', 1.0), ('FFSG', 0.171), ('EUCG', 0.08), ('QPX', 0.051), ('AOR', 0.009)]",0,0.0
03690,Meituan,1.3099999999999996,"[('CHIQ', 0.101), ('EMQQ', 0.09), ('FDNI', 0.084), ('EEMO', 0.083), ('EWEB', 0.08)]",0,0.0
LQD,iShares iBoxx $ Investment Grad,1.298,"[('LQDI', 1.006), ('ADFI', 0.153), ('QLS', 0.099), ('VEGA', 0.04)]",0,0.0
WMT,Walmart Inc,1.197,"[('XLP', 0.091), ('FSTA', 0.084), ('VDC', 0.084), ('RTH', 0.083), ('FTXD', 0.063)]",0,0.0
JNK,SPDR Bloomberg High Yield Bond ,1.1960000000000002,"[('HYTR', 0.5), ('THY', 0.331), ('DFHY', 0.135), ('WIZ', 0.1), ('INKM', 0.055)]",0,0.0
INFY.BO,Infosys Ltd,1.1599999999999997,"[('IXSE', 0.093), ('PIN', 0.092), ('INDY', 0.087), ('INDA', 0.086), ('EPI', 0.076)]",0,0.0
TPIXX,State Street Instl Trs Pls MMkt Premier,1.1559999999999997,"[('REIT', 1.013), ('RIGS', 0.136), ('BFOR', 0.007)]",0,0.0
CCI,Crown Castle International Corp,1.1450000000000002,"[('SRVR', 0.147), ('VPN', 0.136), ('FPRO', 0.099), ('XLRE', 0.09), ('ICF', 0.076)]",0,0.0
EQIX,Equinix Inc,1.1280000000000001,"[('SRVR', 0.156), ('VPN', 0.124), ('REIT', 0.091), ('ICF', 0.083), ('XLRE', 0.077)]",0,0.0
VTI,Vanguard Total Stock Market ETF,1.126,"[('RPAR', 0.745), ('FFTG', 0.34), ('OCIO', 0.041)]",0,0.0
HYG,iShares iBoxx $ High Yield Corp,1.096,"[('HYTR', 0.498), ('THY', 0.33), ('DFHY', 0.218), ('ADFI', 0.05)]",0,0.0
INTC,Intel Corp,1.083,"[('TDIV', 0.077), ('USD', 0.077), ('SOXQ', 0.075), ('SOXX', 0.071), ('VLUE', 0.061)]",0,0.0
NOVN,Novartis AG,1.0730000000000004,"[('EWL', 0.106), ('HDEF', 0.051), ('HART', 0.049), ('HDAW', 0.044), ('DTH', 0.042)]",0,0.0
JD,JD.com Inc ADR,1.0720000000000003,"[('EWEB', 0.091), ('KWEB', 0.072), ('ARKQ', 0.07), ('CHIQ', 0.067), ('DINT', 0.054)]",1,0.0
ENB.TO,Enbridge Inc,1.052,"[('ENFR', 0.104), ('MLPX', 0.094), ('EINC', 0.083), ('TPYP', 0.081), ('GLIF', 0.077)]",1,0.0
ABBV,AbbVie Inc,1.0510000000000004,"[('FTXH', 0.079), ('FDL', 0.063), ('IEIH', 0.057), ('WBIY', 0.057), ('DHS', 0.054)]",1,0.0
VTWO,Vanguard Russell 2000 ETF,1.026,"[('RYLD', 1.026)]",0,0.0
MRK,Merck & Co Inc,1.0210000000000004,"[('FTXH', 0.081), ('PJP', 0.057), ('IEIH', 0.053), ('PPH', 0.053), ('DJD', 0.05)]",0,0.0
DIS,The Walt Disney Co,1.0080000000000005,"[('VOX', 0.058), ('FCOM', 0.057), ('PEJ', 0.053), ('IEME', 0.052), ('JHCS', 0.052)]",0,0.0
LIN.L,Linde PLC,1.0070000000000001,"[('IYM', 0.192), ('XLB', 0.159), ('VAW', 0.122), ('FMAT', 0.121), ('DAX', 0.102)]",0,0.0
TM,Toyota Motor Corp ADR,1.0030000000000003,"[('EWJV', 0.091), ('CARZ', 0.081), ('DXJ', 0.056), ('BBJP', 0.05), ('EWJ', 0.049)]",-1,0.0
WFC,Wells Fargo & Co,1.0000000000000002,"[('KBWB', 0.081), ('DUSA', 0.062), ('DWLD', 0.061), ('DFNL', 0.058), ('IEFN', 0.048)]",-1,0.0
MUB,iShares National Muni Bond ETF,1.0,"[('OVM', 1.0)]",-1,0.0
ZNM21,10 Year Treasury Note Future June 21,1.0,"[('RPAR', 1.0)]",-1,0.0
IEF,iShares 7-10 Year Treasury Bond,0.9970000000000001,"[('TYD', 0.684), ('FAIL', 0.222), ('CPI', 0.05), ('BNDC', 0.041), ('ROMO', 0.0)]",-1,0.0
LLY,Eli Lilly and Co,0.9940000000000004,"[('PJP', 0.062), ('IEIH', 0.061), ('HART', 0.06), ('PPH', 0.051), ('IHE', 0.047)]",-1,0.0
MC.PA,LVMH Moet Hennessy Louis Vuitton SE,0.9940000000000004,"[('EWQ', 0.111), ('FEZ', 0.059), ('IQDG', 0.048), ('IHDG', 0.047), ('HEDJ', 0.04)]",-1,0.0
SAP.DE,SAP SE,0.9820000000000004,"[('DAX', 0.1), ('HEWG', 0.096), ('EWG', 0.092), ('DBGR', 0.087), ('DXGE', 0.06)]",-1,0.0
IWD,iShares Russell 1000 Value ETF,0.972,"[('RWVG', 0.972)]",0,0.0
NEM,Newmont Corp,0.9550000000000002,"[('RING', 0.218), ('GDX', 0.155), ('SGDM', 0.124), ('IYM', 0.061), ('XLB', 0.054)]",0,0.0
IJH,iShares Core S&P Mid-Cap ETF,0.954,"[('MIDU', 0.741), ('FFSG', 0.193), ('AOR', 0.02)]",0,0.0
AVGO,Broadcom Inc,0.9520000000000002,"[('FTXL', 0.08), ('TDIV', 0.079), ('SOXX', 0.078), ('SOXQ', 0.077), ('USD', 0.066)]",0,0.0
CMCSA,Comcast Corp Class A,0.9450000000000004,"[('JHCS', 0.061), ('IEME', 0.051), ('EWCO', 0.046), ('IXP', 0.046), ('IYC', 0.046)]",0,0.0
IWF,iShares Russell 1000 Growth ETF,0.94,"[('RWGV', 0.94)]",0,0.0
TXN,Texas Instruments Inc,0.9330000000000003,"[('FTXL', 0.077), ('SOXQ', 0.077), ('USD', 0.061), ('SOXL', 0.058), ('SOXX', 0.052)]",0,0.0
QCOM,Qualcomm Inc,0.9160000000000004,"[('SOXQ', 0.081), ('SOXL', 0.061), ('SOXX', 0.058), ('USD', 0.055), ('WUGI', 0.054)]",0,0.0
GCG22,Gold Future Feb 22,0.9,"[('DGL', 0.504), ('DBP', 0.396)]",0,0.0
KO,Coca-Cola Co,0.899,"[('IECS', 0.115), ('XLP', 0.099), ('VDC', 0.089), ('FSTA', 0.088), ('IYK', 0.065)]",0,0.0
FXD,First Trust Cons. Discret. Alph,0.89,"[('FV', 0.204), ('FVC', 0.204), ('DUDE', 0.2), ('WIZ', 0.151), ('DALI', 0.131)]",0,0.0
IWM,iShares Russell 2000 ETF,0.8860000000000001,"[('TNA', 0.662), ('SMCP', 0.12), ('SECT', 0.062), ('VEGA', 0.042)]",0,0.0
TGT,Target Corp,0.8830000000000005,"[('FTXD', 0.045), ('RTH', 0.045), ('SIXA', 0.042), ('SIXH', 0.04), ('VSMV', 0.038)]",0,0.0
SE.SI,Sea Ltd ADR,0.8820000000000003,"[('FDNI', 0.078), ('WUGI', 0.076), ('HERO', 0.073), ('ESPO', 0.067), ('FPXI', 0.066)]",0,0.0
ULVR.L,Unilever PLC,0.8810000000000003,"[('HEDJ', 0.061), ('EWU', 0.058), ('HEWU', 0.058), ('IHDG', 0.051), ('IQDG', 0.051)]",0,0.0
MA,Mastercard Inc Class A,0.8790000000000002,"[('LCG', 0.085), ('IYG', 0.078), ('IPAY', 0.057), ('IYF', 0.048), ('PALC', 0.042)]",0,0.0
RIO.L,Rio Tinto PLC,0.8710000000000003,"[('SLX', 0.146), ('FTRI', 0.098), ('IDV', 0.08), ('IHDG', 0.057), ('IQDG', 0.057)]",0,0.0
ESU21,E-mini S&P 500 Future Sept 21,0.8660000000000001,"[('MRSK', 0.493), ('PHDG', 0.263), ('SSO', 0.055), ('UPRO', 0.055)]",0,0.0
PEP,PepsiCo Inc,0.8540000000000001,"[('IECS', 0.104), ('XLP', 0.096), ('VDC', 0.082), ('FSTA', 0.081), ('IYK', 0.064)]",0,0.0
COST,Costco Wholesale Corp,0.8520000000000003,"[('FTXD', 0.066), ('VDC', 0.066), ('FSTA', 0.065), ('GBLO', 0.052), ('IEDI', 0.051)]",0,0.0
NFLX,Netflix Inc,0.8470000000000003,"[('FNGS', 0.1), ('JHCS', 0.055), ('PBS', 0.054), ('VIRS', 0.051), ('IYC', 0.05)]",0,0.0
NIO,NIO Inc ADR,0.8200000000000001,"[('QCLN', 0.099), ('KGRN', 0.097), ('FNI', 0.092), ('CHIQ', 0.073), ('SMOG', 0.069)]",0,0.0
SQ,Square Inc A,0.8150000000000001,"[('VFIN', 0.161), ('ARKF', 0.101), ('FINX', 0.088), ('IPAY', 0.066), ('TPAY', 0.055)]",0,0.0
PSA,Public Storage,0.8100000000000002,"[('REZ', 0.099), ('ICF', 0.055), ('GQRE', 0.051), ('NURE', 0.051), ('XLRE', 0.049)]",0,0.0
DLR,Digital Realty Trust Inc,0.8050000000000003,"[('VPN', 0.09), ('FPRO', 0.071), ('ERTH', 0.05), ('ICF', 0.05), ('XLRE', 0.045)]",0,0.0
ZFU21,5 Year Treasury Note Future Sept 21,0.802,"[('CEFS', 0.333), ('HYHG', 0.277), ('ULTR', 0.116), ('LMBS', 0.043), ('FTSD', 0.033)]",0,0.0
EFAV,iShares MSCI EAFE Min Vol Facto,0.797,"[('OVF', 0.797)]",0,0.0
TMO,Thermo Fisher Scientific Inc,0.7920000000000003,"[('IHI', 0.124), ('BUL', 0.052), ('VIRS', 0.052), ('IEHS', 0.046), ('XLV', 0.042)]",0,0.0
USHY,iShares Broad USD High Yield Co,0.79,"[('WBIT', 0.397), ('WBII', 0.205), ('DFHY', 0.188)]",0,0.0
HYLB,Xtrackers USD High Yield Corpor,0.788,"[('WBIT', 0.393), ('DFHY', 0.182), ('WBII', 0.13), ('HNDL', 0.083)]",0,0.0
VGK,Vanguard FTSEEuropean ETF,0.778,"[('EURL', 0.589), ('EUCG', 0.118), ('MCRO', 0.043), ('QAI', 0.028)]",0,0.0
DHR,Danaher Corp,0.7740000000000002,"[('IHI', 0.106), ('PIO', 0.084), ('VIRS', 0.052), ('FIW', 0.049), ('IEHS', 0.046)]",0,0.0
HOLD,AdvisorShares North Square McKe,0.767,"[('DWSH', 0.391), ('HDGE', 0.376)]",0,0.0
ZTM21,2 Year Treasury Note Future June 21,0.763,"[('DBEH', 0.649), ('DBMF', 0.114)]",0,0.0
CRWD,CrowdStrike Holdings Inc Class A,0.761,"[('VCLO', 0.249), ('LRNZ', 0.097), ('BUG', 0.069), ('CIBR', 0.067), ('PXQ', 0.059)]",0,0.0
IWN,iShares Russell 2000 Value ETF,0.7549999999999999,"[('SMCP', 0.408), ('BOB', 0.347)]",0,0.0
ULTR,IQ Ultra Short Duration ETF,0.7540000000000001,"[('MCRO', 0.26), ('CPI', 0.25), ('QAI', 0.159), ('GRES', 0.052), ('QMN', 0.033)]",0,0.0
NOVO B,Novo Nordisk A/S B,0.7510000000000003,"[('EDEN', 0.224), ('DNL', 0.044), ('OEUR', 0.038), ('AGNG', 0.034), ('DIVS', 0.031)]",0,0.0
GS,Goldman Sachs Group Inc,0.7500000000000003,"[('IAI', 0.195), ('DIA', 0.077), ('DDM', 0.054), ('UDOW', 0.047), ('EGIS', 0.043)]",0,0.0
SHOP.TO,Shopify Inc A,0.7460000000000001,"[('FDNI', 0.108), ('HEWC', 0.087), ('EWC', 0.085), ('ARKF', 0.057), ('ARKW', 0.051)]",0,0.0
CRM,Salesforce.com Inc,0.7360000000000003,"[('IGV', 0.083), ('DIA', 0.049), ('FDN', 0.049), ('PNQI', 0.042), ('CLOU', 0.039)]",0,0.0
ZBU21,US Treasury Bond Future Sept 21,0.735,"[('IGHG', 0.566), ('LGOV', 0.103), ('FTSD', 0.039), ('UBT', 0.027)]",0,0.0
GDX,VanEck Gold Miners ETF,0.7330000000000001,"[('NUGT', 0.532), ('FFTG', 0.153), ('RAAX', 0.048)]",0,0.0
MELI.SA,MercadoLibre Inc,0.7290000000000002,"[('AGT', 0.251), ('ARGT', 0.251), ('EWEB', 0.062), ('EMQQ', 0.048), ('KEMQ', 0.046)]",0,0.0
AMD,Advanced Micro Devices Inc,0.7270000000000002,"[('WUGI', 0.086), ('ESPO', 0.081), ('PSI', 0.066), ('FIVG', 0.057), ('TENG', 0.055)]",0,0.0
SIE.DE,Siemens AG,0.7260000000000002,"[('DAX', 0.084), ('HEWG', 0.078), ('EWG', 0.076), ('DBGR', 0.071), ('DXGE', 0.062)]",0,0.0
MRNA,Moderna Inc,0.7240000000000002,"[('IBB', 0.091), ('PTH', 0.087), ('IEIH', 0.079), ('IBBQ', 0.074), ('BIB', 0.062)]",0,0.0
EPD,Enterprise Products Partners LP,0.7100000000000001,"[('AMZA', 0.132), ('AMLP', 0.101), ('MLPA', 0.096), ('ENFR', 0.087), ('EMLP', 0.076)]",0,0.0
TRP.TO,TC Energy Corp,0.6900000000000002,"[('MLPX', 0.087), ('EINC', 0.077), ('ENFR', 0.073), ('TPYP', 0.073), ('USAI', 0.07)]",1,0.0
WMB,Williams Companies Inc,0.6890000000000001,"[('MLPX', 0.079), ('TPYP', 0.072), ('USAI', 0.072), ('FTXN', 0.07), ('EINC', 0.063)]",1,0.0
DE,Deere & Co,0.6820000000000002,"[('VEGI', 0.199), ('FTAG', 0.104), ('MOO', 0.087), ('HAP', 0.084), ('CFCV', 0.047)]",1,0.0
RELIANCE.B,Reliance Industries Ltd Shs Dematerialised,0.6809999999999999,"[('INDY', 0.096), ('PIN', 0.093), ('INDA', 0.091), ('IXSE', 0.073), ('EPI', 0.053)]",1,0.0
ENPH,Enphase Energy Inc,0.6789999999999999,"[('TAN', 0.113), ('CTEC', 0.081), ('QCLN', 0.075), ('VCLN', 0.074), ('ACES', 0.061)]",1,0.0
FTNT,Fortinet Inc,0.6780000000000002,"[('BUG', 0.067), ('PXQ', 0.066), ('PKW', 0.062), ('LYFE', 0.047), ('QQQN', 0.046)]",1,0.0
NKE,Nike Inc B,0.6760000000000002,"[('IYK', 0.063), ('HART', 0.056), ('XLY', 0.046), ('IEDI', 0.043), ('EDOW', 0.039)]",1,0.0
UNP,Union Pacific Corp,0.6720000000000003,"[('IYT', 0.172), ('TPOR', 0.07), ('INFR', 0.05), ('XLI', 0.047), ('FTXR', 0.039)]",1,0.0
AMGN,Amgen Inc,0.6680000000000001,"[('BBH', 0.088), ('IBB', 0.077), ('IBBQ', 0.076), ('BIB', 0.064), ('PJP', 0.054)]",0,0.0
KMI,Kinder Morgan Inc Class P,0.667,"[('MLPX', 0.082), ('USAI', 0.072), ('EINC', 0.07), ('TPYP', 0.07), ('FTXN', 0.069)]",0,0.0
SEDG,SolarEdge Technologies Inc,0.6660000000000001,"[('TAN', 0.1), ('ITEQ', 0.081), ('ISRA', 0.054), ('CTEC', 0.046), ('XMMO', 0.045)]",0,0.0
WBSN21,WTI Crude Future June 21,0.665,"[('SCO', 0.665)]",0,0.0
TSM.TW,Taiwan Semiconductor Manufacturing Co Ltd ADR,0.6590000000000001,"[('ADRE', 0.221), ('SMH', 0.141), ('GMF', 0.062), ('KOIN', 0.041), ('SOXQ', 0.039)]",0,0.0
FRGXX,FidelityÂ® Inv MM Fds Government Instl,0.656,"[('USO', 0.216), ('SDCI', 0.181), ('BNO', 0.12), ('USL', 0.07), ('UNG', 0.069)]",0,0.0
GLDM,SPDR Gold MiniShares Trust,0.656,"[('RPAR', 0.656)]",0,0.0
ALV.DE,Allianz SE,0.6440000000000001,"[('DAX', 0.072), ('EWG', 0.064), ('DBGR', 0.061), ('DXGE', 0.06), ('EUFN', 0.059)]",0,0.0
WPM.TO,Wheaton Precious Metals Corp,0.64,"[('SIL', 0.239), ('GOAU', 0.104), ('SGDM', 0.085), ('RING', 0.081), ('GDX', 0.061)]",0,0.0
GILD,Gilead Sciences Inc,0.6310000000000001,"[('IBBQ', 0.068), ('IBB', 0.064), ('BIB', 0.057), ('PJP', 0.056), ('BBH', 0.054)]",0,0.0
ABT,Abbott Laboratories,0.6290000000000001,"[('IHI', 0.126), ('IEHS', 0.079), ('PJP', 0.053), ('HART', 0.05), ('VIRS', 0.05)]",0,0.0
PDBC,Invesco Optimum Yield Diversifi,0.623,"[('RLY', 0.252), ('RAAX', 0.21), ('GAA', 0.083), ('TRTY', 0.048), ('GAL', 0.03)]",0,0.0
BA,Boeing Co,0.6220000000000001,"[('ITA', 0.186), ('DFEN', 0.144), ('PPA', 0.066), ('XLI', 0.042), ('DIA', 0.041)]",0,0.0
SIF22,Silver Future Jan 22,0.618,"[('DBS', 0.509), ('DBP', 0.109)]",0,0.0
ECL,Ecolab Inc,0.6160000000000001,"[('EVX', 0.097), ('PIO', 0.077), ('AQWA', 0.074), ('EBLU', 0.074), ('IYM', 0.066)]",0,0.0
ORCL,Oracle Corp,0.6120000000000001,"[('IGV', 0.062), ('PKW', 0.056), ('PSJ', 0.056), ('TDIV', 0.039), ('SKYY', 0.037)]",0,0.0
GSK.L,GlaxoSmithKline PLC,0.6110000000000002,"[('FDD', 0.062), ('EWU', 0.04), ('HEWU', 0.04), ('EUDG', 0.038), ('IHDG', 0.038)]",0,0.0
LOW,Lowe's Companies Inc,0.6080000000000002,"[('PKB', 0.054), ('RTH', 0.049), ('WBIF', 0.048), ('ITB', 0.044), ('SXQG', 0.039)]",0,0.0
EBAY,eBay Inc,0.6080000000000001,"[('WBIG', 0.058), ('WBIF', 0.056), ('WBIL', 0.055), ('PKW', 0.054), ('BUL', 0.051)]",0,0.0
NPN.JO,Naspers Ltd Class N,0.6050000000000001,"[('EZA', 0.208), ('AFK', 0.081), ('EMQQ', 0.047), ('EWEB', 0.04), ('KEMQ', 0.034)]",0,0.0
UPS,United Parcel Service Inc Class B,0.6020000000000002,"[('IYT', 0.164), ('TPOR', 0.066), ('XLI', 0.048), ('WBIG', 0.042), ('DUSL', 0.036)]",0,0.0
FXI,iShares China Large-Cap ETF,0.598,"[('YINN', 0.598)]",0,0.0
RTX,Raytheon Technologies Corp,0.5940000000000001,"[('ITA', 0.197), ('DFEN', 0.142), ('PPA', 0.071), ('XLI', 0.042), ('FIDU', 0.032)]",0,0.0
NTES,NetEase Inc ADR,0.5900000000000001,"[('CHIC', 0.102), ('HERO', 0.066), ('ESPO', 0.051), ('EWEB', 0.048), ('KWEB', 0.047)]",0,0.0
INDA,Ishares MSCI India ETF,0.5900000000000001,"[('INDL', 0.321), ('DWCR', 0.095), ('JEMA', 0.086), ('MFEM', 0.047), ('PBEE', 0.041)]",0,0.0
